Nivel
103,6
103,8
104
104,4
104,7
104,8
104,9
104,9
105,1
105,2
105,3
105,3
105,5
105,8
96
95,6
95,4
95,6
95,9
96,7
97,8
98,9
100
101,1
101,9
102,9
104
105,2
106,3
107,2
108,1
108,8
109,1
109,4
109,7
110,1
110,2
110,3
110,5
110,5
110,5
110,7
111,3
111,8
112,4
113,1
114
114,7
115,2
115,6
115,9
116,5
117,1
117,7
118,2
118,6
118,9
119,1
119,3
119,5
